Any,Regió Sanitària,Àrea Bàsica de Salut,Població assegurada oficial CatSalut
2016,BARCELONA,VILAFRANCA DEL PENEDÈS,41030
2016,BARCELONA,VILASSAR DE MAR,24715
2016,BARCELONA,BADALONA 1,11648
2016,BARCELONA,BADALONA 2,15706
2016,BARCELONA,BADALONA 3,19856
2016,BARCELONA,BADALONA 4,12028
2016,BARCELONA,BADALONA 5,19134
2016,BARCELONA,BADALONA 6,24515
2016,BARCELONA,BADALONA 8,15323
2016,BARCELONA,BADALONA 9,18587
2016,BARCELONA,BADALONA 10,9861
2016,BARCELONA,BADALONA 11,22977
2016,BARCELONA,BADALONA 12,11592
2016,BARCELONA,GRANOLLERS 1 -OEST,22469
2016,BARCELONA,GRANOLLERS 2 - NORD,29241
2016,BARCELONA,GRANOLLERS 3 - CENTRE EST,28828
2016,BARCELONA,GRANOLLERS 4 - SUD,15945
2016,BARCELONA,L'HOSPITALET DE LLOBREGAT 1 - CENTRE,28375
2016,BARCELONA,L'HOSPITALET DE LLOBREGAT 2 -S.JOSEP,22661
2016,BARCELONA,L'HOSPITALET DE LLOBREGAT 3 - COLLBLANC,24540
2016,BARCELONA,L'HOSPITALET DE LLOBREGAT 4-TORRASA,26043
2016,BARCELONA,L'HOSPITALET DE LLOBREGAT 5-S.EULÀLIA N.,19442
2016,BARCELONA,L'HOSPITALET DE LLOBREGAT 6-S.EULÀLIA S.,22845
2016,BARCELONA,L'HOSPITALET DE LLOBREGAT 7-FLORIDA N.,21423
2016,BARCELONA,L'HOSPITALET DE LLOBREGAT 8-FLORIDA S.,22313
2016,BARCELONA,L'HOSPITALET DE LLOBREGAT 9-PUBILLA C.,28563
2016,BARCELONA,L'HOSPITALET DE LLOBREGAT 10 - C.SERRA,10454
2016,BARCELONA,L'HOSPITALET DE LLOBREGAT 11 - GORNAL,8167
2016,BARCELONA,L'HOSPITALET DE LLOBREGAT 12 (BELLVITGE),25888
2016,BARCELONA,LA LLAGOSTA,13951
2016,BARCELONA,MONTCADA I REIXAC,33616
2016,BARCELONA,RUBÍ 1,30857
2016,BARCELONA,RUBÍ 2,40077
2016,BARCELONA,SANT ADRIÀ DEL BESÒS 1,20536
2016,BARCELONA,SANT ADRIÀ DEL BESÒS 2,15518
2016,BARCELONA,VALL DEL TENES,35951
2016,BARCELONA,VILANOVA I LA GELTRÚ 1,23915
2016,BARCELONA,VILANOVA I LA GELTRÚ 2,23523
2016,BARCELONA,GARRAF RURAL,36275
2016,BARCELONA,MONTGAT,19087
2016,BARCELONA,BARBERÀ DEL VALLÈS,32308
2016,BARCELONA,CIUTAT BADIA,14059
2016,BARCELONA,BARCELONA 7-G,31144
2016,BARCELONA,BARCELONA 8-I,17653
2016,BARCELONA,BARCELONA 10-J,22836
2016,BARCELONA,SANT ANDREU DE LLAVANERES,17965
2016,BARCELONA,BADALONA 7A,18888
2016,BARCELONA,BADALONA 7B,19059
2016,BARCELONA,SABADELL 4-A,14944
2016,BARCELONA,SABADELL 4-B,23344
2016,BARCELONA,MOLLET DEL VALLÈS-EST,28876
2016,BARCELONA,MOLLET DEL VALLÈS-2 OEST,23696
2016,BARCELONA,VILASSAR DE DALT,15611
2016,BARCELONA,LA ROCA DEL VALLÈS,10143
2016,BARCELONA,TERRASSA-G,24709
2016,BARCELONA,BARCELONA-6E,23256
2016,BARCELONA,CUBELLES-CUNIT,24823
2016,BARCELONA,MARTORELL RURAL,25954
2016,BARCELONA,EL MASNOU-ALELLA,23633
2016,BARCELONA,OCATA-TEIÀ,14241
2016,BARCELONA,SANT QUIRZE DEL VALLÈS,17530
2016,BARCELONA,CASTELLDEFELS-1,36174
2016,BARCELONA,CASTELLDEFELS-2,26883
2016,BARCELONA,PALLEJÀ,11156
2016,BARCELONA,SANTA COLOMA DE GRAMENET 6,20596
2016,BARCELONA,CORBERA DE LLOBREGAT,16791
2016,BARCELONA,ABRERA,11966
2016,BARCELONA,BEGUES,6451
2016,BARCELONA,SANT VICENÇ DELS HORTS-1,21266
2016,BARCELONA,SANT VICENÇ DELS HORTS-2,12423
2016,BARCELONA,ALT MOGENT,20009
2016,BARCELONA,RUBÍ -3,15611
2016,BARCELONA,VILANOVA I LA GELTRÚ 3,18472
2016,BARCELONA,BARCELONA 3-H,18327
2016,BARCELONA,CERDANYOLA-RIPOLLET,13253
2016,BARCELONA,BARCELONA 8J,24177
2016,BARCELONA,RIPOLLET-1,17652
2016,BARCELONA,RIPOLLET-2,14388
2016,BARCELONA,SANT CUGAT DEL VALLÈS-1,30785
2016,BARCELONA,SANT CUGAT DEL VALLÈS-2,31515
2016,BARCELONA,SANT CUGAT DEL VALLÈS-3,23503
2016,BARCELONA,PALAU-SOLITÀ I PLEGAMANS,14639
2016,BARCELONA,POLINYÀ-SENTMENAT,16412
2016,BARCELONA,BARCELONA 9-H,30887
2016,BARCELONA,BARCELONA 9-I,23568
2016,Sense especificar,Sense especificar,14
2015,LLEIDA,AGRAMUNT,6693
2015,LLEIDA,ALCARR·S,12828
2015,LLEIDA,ALFARR·S/ALMENAR,10165
2015,LLEIDA,ARTESA DE SEGRE,4154
2015,LLEIDA,BALAGUER,28009
2015,LLEIDA,BELLPUIG,7106
2015,LLEIDA,LES BORGES BLANQUES,16276
2015,LLEIDA,CERVERA,20659
2015,LLEIDA,LA GRANADELLA,2622
2015,LLEIDA,LLEIDA 1,19772
2015,LLEIDA,LLEIDA 2,26833
2015,LLEIDA,LLEIDA 3,26905
2015,LLEIDA,LLEIDA 4,37368
2015,LLEIDA,LLEIDA 5,15548
2015,LLEIDA,LLEIDA 6,16134
2015,LLEIDA,LLEIDA RURAL 1-NORD,22606
2015,LLEIDA,PLA D'URGELL,37404
2015,LLEIDA,PONTS,3741
2015,LLEIDA,SERãS,6821
2015,LLEIDA,T·RREGA,23212
2015,LLEIDA,LLEIDA RURAL 2-SUD,7397
2015,LLEIDA,ALMACELLES,8832
2015,CAMP DE TARRAGONA,EL VENDRELL,46027
2015,CAMP DE TARRAGONA,LES BORGES DEL CAMP,6589
2015,CAMP DE TARRAGONA,CAMBRILS,32510
2015,CAMP DE TARRAGONA,CONSTANTÖ,6755
2015,CAMP DE TARRAGONA,CORNUDELLA DE MONTSANT,2235
2015,CAMP DE TARRAGONA,FALSET,6821
2015,CAMP DE TARRAGONA,MONTBLANC,16047
2015,CAMP DE TARRAGONA,MONT-ROIG DEL CAMP,12619
2015,CAMP DE TARRAGONA,EL MORELL,11441
2015,CAMP DE TARRAGONA,RIUDOMS,12312
2015,CAMP DE TARRAGONA,TARRAGONA 1,14622
2015,CAMP DE TARRAGONA,TARRAGONA 2,28215
2015,CAMP DE TARRAGONA,TARRAGONA 3,29923
2015,CAMP DE TARRAGONA,TARRAGONA 4,15194
2015,CAMP DE TARRAGONA,TARRAGONA 5,16491
2015,CAMP DE TARRAGONA,TARRAGONA 6,19254
2015,CAMP DE TARRAGONA,TORREDEMBARRA,34545
2015,CAMP DE TARRAGONA,ALT CAMP EST,11541
2015,CAMP DE TARRAGONA,VALLS URB·,27258
2015,CAMP DE TARRAGONA,REUS 1,13784
2015,CAMP DE TARRAGONA,REUS 2,27653
2015,CAMP DE TARRAGONA,REUS 3,22842
2015,CAMP DE TARRAGONA,REUS 4,21982
2015,CAMP DE TARRAGONA,REUS 5,27210
2015,CAMP DE TARRAGONA,BAIX PENEDÔS - INTERIOR,14782
2015,CAMP DE TARRAGONA,VANDELLãS I L'HOSPITALET DE L'INFANT,5477
2015,CAMP DE TARRAGONA,ALT CAMP OEST,6195
2015,CAMP DE TARRAGONA,SALOU,25596
2015,CAMP DE TARRAGONA,VILA-SECA,21000
2015,CAMP DE TARRAGONA,TARRAGONA-7 (SANT SALVADOR),11248
2015,CAMP DE TARRAGONA,LA SELVA DEL CAMP,7143
2015,CAMP DE TARRAGONA,CALAFELL,22224
2015,CAMP DE TARRAGONA,TARRAGONA-8,15856
2015,TERRES DE L'EBRE,AMPOSTA,31001
2015,TERRES DE L'EBRE,DELTEBRE,12013
2015,TERRES DE L'EBRE,FLIX,7921
2015,TERRES DE L'EBRE,MàRA LA NOVA - MàRA D'EBRE,14364
2015,TERRES DE L'EBRE,L'AMETLLA DE MAR - EL PERELLà,9643
2015,TERRES DE L'EBRE,SANT CARLES DE LA R·PITA,24325
2015,TERRES DE L'EBRE,TERRA ALTA,11570
2015,TERRES DE L'EBRE,TORTOSA 1 - EST,23705
2015,TERRES DE L'EBRE,TORTOSA 2 - OEST,24383
2015,TERRES DE L'EBRE,ULLDECONA,12530
2015,TERRES DE L'EBRE,L'ALDEA - CAMARLES - L'AMPOLLA,10615
2015,GIRONA,ANGLÔS,12158
2015,GIRONA,ARBéCIES/SANT HILARI,12214
2015,GIRONA,BANYOLES,31701
2015,GIRONA,B·SCARA,4508
2015,GIRONA,BESALé,6068
2015,GIRONA,LA BISBAL D'EMPORD·,16645
2015,GIRONA,BLANES,38869
2015,GIRONA,CALELLA,18389
2015,GIRONA,CAMPRODON,3929
2015,GIRONA,CANET DE MAR,22360
2015,GIRONA,CASS· DE LA SELVA,30939
2015,GIRONA,CELR·,9598
2015,GIRONA,L'ESCALA,15549
2015,GIRONA,FIGUERES,48506
2015,GIRONA,GIRONA 1,22219
2015,GIRONA,GIRONA 2,31404
2015,GIRONA,GIRONA 3,34955
2015,GIRONA,GIRONA 4,14620
2015,GIRONA,LA JONQUERA,7024
2015,GIRONA,LLAN€·,6844
2015,GIRONA,LLORET DE MAR,40145
2015,GIRONA,MALGRAT DE MAR,26674
2015,GIRONA,OLOT,38024
2015,GIRONA,PALAFRUGEL,30574
2015,GIRONA,PALAMàS,28288
2015,GIRONA,PERALADA,7184
2015,GIRONA,RIPOLL-SANT JOAN DE LES ABADESSES,14607
2015,GIRONA,ROSES,33242
2015,GIRONA,SALT,41203
2015,GIRONA,SANT FELIU DE GUÖXOLS,35394
2015,GIRONA,SANTA COLOMA DE FARNERS,15867
2015,GIRONA,SARRI· DE TER,13426
2015,GIRONA,SILS/VIDRERES/MA€ANET DE LA SELVA,21928
2015,GIRONA,TORROELLA DE MONTGRÖ,15099
2015,GIRONA,VILAFANT,13998
2015,GIRONA,PINEDA,29092
2015,GIRONA,BREDA - HOSTALRIC,12635
2015,GIRONA,TORDERA,16893
2015,GIRONA,RIBES DE FRESER-CAMPDEV·NOL,5867
2015,GIRONA,SANT JOAN LES FONTS,5202
2015,GIRONA,VALL D'EN BAS,6119
2015,CATALUNYA CENTRAL,ARTS,11062
2015,CATALUNYA CENTRAL,BERGA,21404
2015,CATALUNYA CENTRAL,CALAF,6734
2015,CATALUNYA CENTRAL,CARDONA,5300
2015,CATALUNYA CENTRAL,MONTSERRAT,12821
2015,CATALUNYA CENTRAL,CENTELLES,12163
2015,CATALUNYA CENTRAL,BAIX BERGUED·,11558
2015,CATALUNYA CENTRAL,ALT BERGUED·,4795
2015,CATALUNYA CENTRAL,ANOIA RURAL,10631
2015,CATALUNYA CENTRAL,MANLLEU,20551
2015,CATALUNYA CENTRAL,MANRESA 1,21141
2015,CATALUNYA CENTRAL,MANRESA 2,22570
2015,CATALUNYA CENTRAL,MANRESA 3,14227
2015,CATALUNYA CENTRAL,MANRESA 4,22110
2015,CATALUNYA CENTRAL,MOI·,9503
2015,CATALUNYA CENTRAL,NAV·S/BALSARENY,9781
2015,CATALUNYA CENTRAL,LLU€ANÔS,5957
2015,CATALUNYA CENTRAL,SALLENT,6665
2015,CATALUNYA CENTRAL,NAVARCLES - SANT FRUITàS DE BAGES,22523
2015,CATALUNYA CENTRAL,SANT HIPãLIT DE VOLTREG·,6979
2015,CATALUNYA CENTRAL,SANT JOAN DE VILATORRADA,12952
2015,CATALUNYA CENTRAL,SANT QUIRZE DE BESORA,4528
2015,CATALUNYA CENTRAL,SANT VICEN€ DE CASTELLET,14872
2015,CATALUNYA CENTRAL,SANTA COLOMA DE QUERALT,3447
2015,CATALUNYA CENTRAL,SANTA MARGARIDA DE MONTBUI,9888
2015,CATALUNYA CENTRAL,EL SOLSONÔS,12821
2015,CATALUNYA CENTRAL,SéRIA,8756
2015,CATALUNYA CENTRAL,SANTA EUGÔNIA DE BERGA,17447
2015,CATALUNYA CENTRAL,TONA,12035
2015,CATALUNYA CENTRAL,VALL DEL GES,18204
2015,CATALUNYA CENTRAL,VILANOVA DEL CAMÖ,12636
2015,CATALUNYA CENTRAL,CAPELLADES,10454
2015,CATALUNYA CENTRAL,PIERA,17018
2015,CATALUNYA CENTRAL,VIC-1 NORD,24948
2015,CATALUNYA CENTRAL,VIC-2 SUD,23629
2015,CATALUNYA CENTRAL,IGUALADA-1,19847
2015,CATALUNYA CENTRAL,IGUALADA-2,20197
2015,CATALUNYA CENTRAL,RODA DE TER,9553
2015,ALT PIRINEU i ARAN,ARAN,9078
2015,ALT PIRINEU i ARAN,LA CERDANYA,15839
2015,ALT PIRINEU i ARAN,ALT URGELL-SUD,4093
2015,ALT PIRINEU i ARAN,PALLARS SOBIR·,5902
2015,ALT PIRINEU i ARAN,LA POBLA DE SEGUR,4291
2015,ALT PIRINEU i ARAN,ALTA RIBAGOR€A,3597
2015,ALT PIRINEU i ARAN,LA SEU D'URGELL,16532
2015,ALT PIRINEU i ARAN,TREMP,8300
2015,BARCELONA,ARENYS DE MAR,23318
2015,BARCELONA,ARGENTONA,17053
2015,BARCELONA,BARCELONA 1-A,14702
2015,BARCELONA,BARCELONA 1-B,22430
2015,BARCELONA,BARCELONA 1-C,14795
2015,BARCELONA,BARCELONA 1-D,30785
2015,BARCELONA,BARCELONA 1-E,21293
2015,BARCELONA,BARCELONA 2-A,33912
2015,BARCELONA,BARCELONA 2-B,30510
2015,BARCELONA,BARCELONA 2-C,31215
2015,BARCELONA,BARCELONA 2-D,18444
2015,BARCELONA,BARCELONA 2-E,33366
2015,BARCELONA,BARCELONA 2-G,22097
2015,BARCELONA,BARCELONA 2-H,26177
2015,BARCELONA,BARCELONA 2-I,20798
2015,BARCELONA,BARCELONA 2-J,27445
2015,BARCELONA,BARCELONA 2-K,25767
2015,BARCELONA,BARCELONA 3-A,25071
2015,BARCELONA,BARCELONA 3-B,24444
2015,BARCELONA,BARCELONA 3-C,15147
2015,BARCELONA,BARCELONA 3-D,30207
2015,BARCELONA,BARCELONA 3-E,42206
2015,BARCELONA,BARCELONA 3-G,27108
2015,BARCELONA,BARCELONA 4-A,28319
2015,BARCELONA,BARCELONA 4-B,22169
2015,BARCELONA,BARCELONA 4-C,31271
2015,BARCELONA,BARCELONA 5-A,28704
2015,BARCELONA,BARCELONA 5-B,34577
2015,BARCELONA,BARCELONA 5-C,27013
2015,BARCELONA,BARCELONA 5-D,18603
2015,BARCELONA,BARCELONA 5-E,33516
2015,BARCELONA,BARCELONA 6-A,29991
2015,BARCELONA,BARCELONA 6-B,26238
2015,BARCELONA,BARCELONA 6-C,21120
2015,BARCELONA,BARCELONA 6-D,21131
2015,BARCELONA,BARCELONA 7-A,21314
2015,BARCELONA,BARCELONA 7-B,19221
2015,BARCELONA,BARCELONA 7-C,19499
2015,BARCELONA,BARCELONA 7-D,27689
2015,BARCELONA,BARCELONA 7-E,29520
2015,BARCELONA,BARCELONA 7-F,20153
2015,BARCELONA,BARCELONA 8-A,9924
2015,BARCELONA,BARCELONA 8-B,11601
2015,BARCELONA,BARCELONA 8-C,13963
2015,BARCELONA,BARCELONA 8-D,15779
2015,BARCELONA,BARCELONA 8-E,18401
2015,BARCELONA,BARCELONA 8-F,25637
2015,BARCELONA,BARCELONA 8-G,16256
2015,BARCELONA,BARCELONA 8-H,15039
2015,BARCELONA,BARCELONA 9-A,34169
2015,BARCELONA,BARCELONA 9-C,34552
2015,BARCELONA,BARCELONA 9-E,14421
2015,BARCELONA,BARCELONA 9-F,10831
2015,BARCELONA,BARCELONA 10-A,34382
2015,BARCELONA,BARCELONA 10-B,28486
2015,BARCELONA,BARCELONA 10-C,22419
2015,BARCELONA,BARCELONA 10-D,27004
2015,BARCELONA,BARCELONA 10-E,17201
2015,BARCELONA,BARCELONA 10-F,24399
2015,BARCELONA,BARCELONA 10-G,24509
2015,BARCELONA,BARCELONA 10-H,20548
2015,BARCELONA,BARCELONA 10-I,12723
2015,BARCELONA,CALDES DE MONTBUI,23095
2015,BARCELONA,CARDEDEU,20666
2015,BARCELONA,CASTELLAR DEL VALLÔS,25400
2015,BARCELONA,CERDANYOLA DEL VALLÔS 1,24220
2015,BARCELONA,CERDANYOLA DEL VALLÔS 2,24524
2015,BARCELONA,CORNELL· DE LLOBREGAT 1,32315
2015,BARCELONA,CORNELL· DE LLOBREGAT 2,26013
2015,BARCELONA,CORNELL· DE LLOBREGAT 3,13232
2015,BARCELONA,CORNELL· DE LLOBREGAT 4,16677
2015,BARCELONA,ESPARRAGUERA,27302
2015,BARCELONA,ESPLUGUES DE LLOBREGAT 1,18603
2015,BARCELONA,ESPLUGUES DE LLOBREGAT 2,28847
2015,BARCELONA,LA GARRIGA,27908
2015,BARCELONA,GAV· 1,19452
2015,BARCELONA,GAV· 2,26047
2015,BARCELONA,MARTORELL,28672
2015,BARCELONA,MARTORELLES,13951
2015,BARCELONA,MATARà 1,18666
2015,BARCELONA,MATARà 2,16432
2015,BARCELONA,MATARà 3,17703
2015,BARCELONA,MATARà 4,21850
2015,BARCELONA,MATARà 5,21295
2015,BARCELONA,MATARà 6,15187
2015,BARCELONA,MATARà 7,13825
2015,BARCELONA,MOLINS DE REI,28867
2015,BARCELONA,MONTORNÔS / MONTMELà,32592
2015,BARCELONA,OLESA DE MONTSERRAT,23358
2015,BARCELONA,PARETS DEL VALLÔS,18359
2015,BARCELONA,PENEDÔS RURAL,33067
2015,BARCELONA,EL PRAT DE LLOBREGAT 1,21457
2015,BARCELONA,EL PRAT DE LLOBREGAT 2,29217
2015,BARCELONA,EL PRAT DE LLOBREGAT 3,12710
2015,BARCELONA,PREMI· DE MAR,38267
2015,BARCELONA,SABADELL 1A,32368
2015,BARCELONA,SABADELL 1B,20682
2015,BARCELONA,SABADELL 2,24395
2015,BARCELONA,SABADELL 3A,19521
2015,BARCELONA,SABADELL 3B,16235
2015,BARCELONA,SABADELL 5,18932
2015,BARCELONA,SABADELL 6,30114
2015,BARCELONA,SABADELL 7,8805
2015,BARCELONA,SANT ANDREU DE LA BARCA,27537
2015,BARCELONA,SANT BOI DE LLOBREGAT 1,39168
2015,BARCELONA,SANT BOI DE LLOBREGAT 2,20787
2015,BARCELONA,SANT BOI DE LLOBREGAT 3,11005
2015,BARCELONA,SANT BOI DE LLOBREGAT 4,21066
2015,BARCELONA,SANT CELONI,33811
2015,BARCELONA,SANT FELIU DE LLOBREGAT 1,17482
2015,BARCELONA,SANT FELIU DE LLOBREGAT 2,26428
2015,BARCELONA,SANT JOAN DESPÖ 1,20260
2015,BARCELONA,SANT JOAN DESPÖ 2,13142
2015,BARCELONA,SANT JUST DESVERN,16886
2015,BARCELONA,SANT SADURNÖ D'ANOIA,21726
2015,BARCELONA,SANTA COLOMA DE GRAMENET 1,22390
2015,BARCELONA,SANTA COLOMA DE GRAMENET 2,15151
2015,BARCELONA,SANTA COLOMA DE GRAMENET 3,19576
2015,BARCELONA,SANTA COLOMA DE GRAMENET 4,22784
2015,BARCELONA,SANTA COLOMA DE GRAMENET 5,20734
2015,BARCELONA,SANTA PERPÔTUA DE LA MOGODA,25189
2015,BARCELONA,SITGES,24572
2015,BARCELONA,TERRASSA A,40833
2015,BARCELONA,TERRASSA B,26605
2015,BARCELONA,TERRASSA C,10757
2015,BARCELONA,TERRASSA D,32578
2015,BARCELONA,TERRASSA E,62127
2015,BARCELONA,TERRASSA F,41791
2015,BARCELONA,VALLIRANA,22767
2015,BARCELONA,VILADECANS 1,42073
2015,BARCELONA,VILADECANS 2,26815
2015,BARCELONA,VILAFRANCA DEL PENEDÔS,41108
2015,BARCELONA,VILASSAR DE MAR,24543
2015,BARCELONA,BADALONA 1,11576
2015,BARCELONA,BADALONA 2,15714
2015,BARCELONA,BADALONA 3,19750
2015,BARCELONA,BADALONA 4,12050
2015,BARCELONA,BADALONA 5,19705
2015,BARCELONA,BADALONA 6,24679
2015,BARCELONA,BADALONA 8,15516
2015,BARCELONA,BADALONA 9,18992
2015,BARCELONA,BADALONA 10,10007
2015,BARCELONA,BADALONA 11,22828
2015,BARCELONA,BADALONA 12,11636
2015,BARCELONA,GRANOLLERS 1 -OEST,22523
2015,BARCELONA,GRANOLLERS 2 - NORD,29157
2015,BARCELONA,GRANOLLERS 3 - CENTRE EST,28875
2015,BARCELONA,GRANOLLERS 4 - SUD,16006
2015,BARCELONA,L'HOSPITALET DE LLOBREGAT 1 - CENTRE,28401
2015,BARCELONA,L'HOSPITALET DE LLOBREGAT 2 -S.JOSEP,22925
2015,BARCELONA,L'HOSPITALET DE LLOBREGAT 3 - COLLBLANC,24716
2015,BARCELONA,L'HOSPITALET DE LLOBREGAT 4-TORRASA,26383
2015,BARCELONA,L'HOSPITALET DE LLOBREGAT 5-S.EUL·LIA N.,19470
2015,BARCELONA,L'HOSPITALET DE LLOBREGAT 6-S.EUL·LIA S.,22841
2015,BARCELONA,L'HOSPITALET DE LLOBREGAT 7-FLORIDA N.,21637
2015,BARCELONA,L'HOSPITALET DE LLOBREGAT 8-FLORIDA S.,22560
2015,BARCELONA,L'HOSPITALET DE LLOBREGAT 9-PUBILLA C.,28929
2015,BARCELONA,L'HOSPITALET DE LLOBREGAT 10 - C.SERRA,10557
2015,BARCELONA,L'HOSPITALET DE LLOBREGAT 11 - GORNAL,8094
2015,BARCELONA,L'HOSPITALET DE LLOBREGAT 12 (BELLVITGE),26144
2015,BARCELONA,LA LLAGOSTA,14049
2015,BARCELONA,MONTCADA I REIXAC,33632
2015,BARCELONA,RUBÖ 1,30849
2015,BARCELONA,RUBÖ 2,40252
2015,BARCELONA,SANT ADRI· DEL BESãS 1,20497
2015,BARCELONA,SANT ADRI· DEL BESãS 2,15318
2015,BARCELONA,VALL DEL TENES,35969
2015,BARCELONA,VILANOVA I LA GELTRé 1,23962
2015,BARCELONA,VILANOVA I LA GELTRé 2,23502
2015,BARCELONA,GARRAF RURAL,36023
2015,BARCELONA,MONTGAT,18857
2015,BARCELONA,BARBER· DEL VALLÔS,32174
2015,BARCELONA,CIUTAT BADIA,14128
2015,BARCELONA,BARCELONA 7-G,30993
2015,BARCELONA,BARCELONA 8-I,17725
2015,BARCELONA,BARCELONA 10-J,23001
2015,BARCELONA,SANT ANDREU DE LLAVANERES,17822
2015,BARCELONA,BADALONA 7A,18933
2015,BARCELONA,BADALONA 7B,19469
2015,BARCELONA,SABADELL 4-A,15034
2015,BARCELONA,SABADELL 4-B,23315
2015,BARCELONA,MOLLET DEL VALLÔS-EST,28916
2015,BARCELONA,MOLLET DEL VALLÔS-2 OEST,23822
2015,BARCELONA,VILASSAR DE DALT,15690
2015,BARCELONA,LA ROCA DEL VALLÔS,10121
2015,BARCELONA,TERRASSA-G,24717
2015,BARCELONA,BARCELONA-6E,23190
2015,BARCELONA,CUBELLES-CUNIT,24583
2015,BARCELONA,MARTORELL RURAL,25820
2015,BARCELONA,EL MASNOU-ALELLA,23615
2015,BARCELONA,OCATA-TEI·,14092
2015,BARCELONA,SANT QUIRZE DEL VALLÔS,17490
2015,BARCELONA,CASTELLDEFELS-1,36131
2015,BARCELONA,CASTELLDEFELS-2,26677
2015,BARCELONA,PALLEJ·,11131
2015,BARCELONA,SANTA COLOMA DE GRAMENET 6,21000
2015,BARCELONA,CORBERA DE LLOBREGAT,17012
2015,BARCELONA,ABRERA,11913
2015,BARCELONA,BEGUES,6381
2015,BARCELONA,SANT VICEN€ DELS HORTS-1,21309
2015,BARCELONA,SANT VICEN€ DELS HORTS-2,12503
2015,BARCELONA,ALT MOGENT,19887
2015,BARCELONA,RUBÖ -3,15535
2015,BARCELONA,VILANOVA I LA GELTRé 3,18409
2015,BARCELONA,BARCELONA 3-H,18295
2015,BARCELONA,CERDANYOLA-RIPOLLET,13300
2015,BARCELONA,BARCELONA 8J,24014
2015,BARCELONA,RIPOLLET-1,17758
2015,BARCELONA,RIPOLLET-2,14302
2015,BARCELONA,SANT CUGAT DEL VALLÔS-1,30752
2015,BARCELONA,SANT CUGAT DEL VALLÔS-2,31369
2015,BARCELONA,SANT CUGAT DEL VALLÔS-3,22543
2015,BARCELONA,PALAU-SOLIT· I PLEGAMANS,14625
2015,BARCELONA,POLINY·-SENTMENAT,16253
2015,BARCELONA,BARCELONA 9-H,31093
2015,BARCELONA,BARCELONA 9-I,23313
2015,Sense especificar,Sense especificar,90
2014,LLEIDA,AGRAMUNT,6768
2014,LLEIDA,ALCARRÀS,12836
2014,LLEIDA,ALFARRÀS/ALMENAR,10286
2014,LLEIDA,ARTESA DE SEGRE,4225
2014,LLEIDA,BALAGUER,28267
2014,LLEIDA,BELLPUIG,7132
2014,LLEIDA,LES BORGES BLANQUES,16461
2014,LLEIDA,CERVERA,20867
2014,LLEIDA,LA GRANADELLA,2639
2014,LLEIDA,LLEIDA 1,20568
2014,LLEIDA,LLEIDA 2,27331
2014,LLEIDA,LLEIDA 3,27505
2014,LLEIDA,LLEIDA 4,37624
2014,LLEIDA,LLEIDA 5,15546
2014,LLEIDA,LLEIDA 6,16196
2014,LLEIDA,LLEIDA RURAL 1-NORD,22513
2014,LLEIDA,PLA D'URGELL,37462
2014,LLEIDA,PONTS,3817
2014,LLEIDA,SERÒS,6895
2014,LLEIDA,TÀRREGA,23417
2014,LLEIDA,LLEIDA RURAL 2-SUD,7377
2014,LLEIDA,ALMACELLES,8836
2014,CAMP DE TARRAGONA,EL VENDRELL,46104
2014,CAMP DE TARRAGONA,LES BORGES DEL CAMP,6636
2014,CAMP DE TARRAGONA,CAMBRILS,32448
2014,CAMP DE TARRAGONA,CONSTANTÍ,6921
2014,CAMP DE TARRAGONA,CORNUDELLA DE MONTSANT,2257
2014,CAMP DE TARRAGONA,FALSET,6866
2014,CAMP DE TARRAGONA,MONTBLANC,16104
2014,CAMP DE TARRAGONA,MONT-ROIG DEL CAMP,12717
2014,CAMP DE TARRAGONA,EL MORELL,11109
2014,CAMP DE TARRAGONA,RIUDOMS,12251
2014,CAMP DE TARRAGONA,TARRAGONA 1,14666
2014,CAMP DE TARRAGONA,TARRAGONA 2,28642
2014,CAMP DE TARRAGONA,TARRAGONA 3,30064
2014,CAMP DE TARRAGONA,TARRAGONA 4,15181
2014,CAMP DE TARRAGONA,TARRAGONA 5,16494
2014,CAMP DE TARRAGONA,TARRAGONA 6,19091
2014,CAMP DE TARRAGONA,TORREDEMBARRA,34491
2014,CAMP DE TARRAGONA,ALT CAMP EST,11623
2014,CAMP DE TARRAGONA,VALLS URBÀ,27615
2014,CAMP DE TARRAGONA,REUS 1,14078
2014,CAMP DE TARRAGONA,REUS 2,28075
2014,CAMP DE TARRAGONA,REUS 3,23092
2014,CAMP DE TARRAGONA,REUS 4,22247
2014,CAMP DE TARRAGONA,REUS 5,27412
2014,CAMP DE TARRAGONA,BAIX PENEDÈS - INTERIOR,14829
2014,CAMP DE TARRAGONA,VANDELLÒS I L'HOSPITALET DE L'INFANT,5525
2014,CAMP DE TARRAGONA,ALT CAMP OEST,6201
2014,CAMP DE TARRAGONA,SALOU,25897
2014,CAMP DE TARRAGONA,VILA-SECA,21005
2014,CAMP DE TARRAGONA,TARRAGONA-7 (SANT SALVADOR),11287
2014,CAMP DE TARRAGONA,LA SELVA DEL CAMP,7133
2014,CAMP DE TARRAGONA,CALAFELL,22352
2014,CAMP DE TARRAGONA,TARRAGONA-8,16095
2014,TERRES DE L'EBRE,AMPOSTA,31493
2014,TERRES DE L'EBRE,DELTEBRE,12203
2014,TERRES DE L'EBRE,FLIX,7988
2014,TERRES DE L'EBRE,MÓRA LA NOVA - MÓRA D'EBRE,14528
