age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1,services,single,secondary,yes,-261,yes,no,cellular,29,jan,5,2,255,1,other,no
5,retired,married,secondary,no,939,no,yes,telephone,29,jan,4,2,-1,0,unknown,no
2,services,married,secondary,no,554,yes,no,cellular,29,jan,3,2,258,1,other,no
2,admin.,single,secondary,no,303,no,no,cellular,29,jan,5,2,266,1,failure,no
2,blue-collar,married,secondary,no,519,yes,no,cellular,29,jan,5,2,-1,0,unknown,no
4,management,married,secondary,no,25,no,no,cellular,29,jan,1,3,-1,0,unknown,no
2,blue-collar,married,secondary,no,-460,yes,yes,cellular,29,jan,2,2,206,6,other,no
4,management,single,tertiary,no,593,yes,no,cellular,29,jan,3,3,-1,0,unknown,no
3,admin.,single,secondary,no,796,yes,no,telephone,29,jan,2,3,-1,0,unknown,no
1,blue-collar,single,secondary,no,1049,no,no,telephone,29,jan,5,3,-1,0,unknown,no
3,management,married,tertiary,no,358,no,no,cellular,29,jan,3,2,-1,0,unknown,no
5,technician,divorced,secondary,no,77,yes,yes,cellular,29,jan,3,3,246,2,failure,no
2,management,single,tertiary,no,-53,no,no,cellular,29,jan,5,2,-1,0,unknown,no
5,technician,married,secondary,no,2550,no,no,cellular,29,jan,1,2,-1,0,unknown,no
4,retired,married,tertiary,no,1225,yes,yes,cellular,29,jan,3,3,227,2,failure,no
4,services,married,secondary,no,133,no,no,cellular,29,jan,3,3,-1,0,unknown,no
3,management,single,tertiary,no,869,no,no,cellular,29,jan,5,2,-1,0,unknown,no
3,technician,single,secondary,no,211,yes,no,cellular,29,jan,4,2,-1,0,unknown,no
1,technician,single,secondary,no,8,yes,no,cellular,29,jan,5,2,254,3,failure,no
2,technician,divorced,secondary,no,0,no,no,cellular,29,jan,2,2,164,4,other,no
3,technician,divorced,secondary,no,1333,yes,yes,cellular,29,jan,5,2,246,1,failure,no
2,entrepreneur,married,secondary,no,10,yes,yes,cellular,29,jan,3,3,188,9,failure,no
4,management,single,secondary,no,61,yes,no,cellular,29,jan,3,2,246,1,failure,no
2,blue-collar,divorced,secondary,no,880,yes,yes,cellular,29,jan,4,3,239,1,failure,no
1,services,single,secondary,no,298,no,no,cellular,29,jan,5,2,-1,0,unknown,no
2,management,single,tertiary,no,316,yes,no,cellular,29,jan,3,3,-1,0,unknown,no
2,admin.,single,secondary,no,0,no,no,telephone,29,jan,5,3,-1,0,unknown,no
3,blue-collar,married,secondary,no,360,yes,no,cellular,29,jan,4,2,260,2,failure,no
1,admin.,single,secondary,no,775,no,no,cellular,29,jan,5,2,-1,0,unknown,no
5,admin.,married,secondary,no,263,no,yes,telephone,29,jan,4,4,195,7,failure,no
1,self-employed,single,tertiary,no,211,no,no,cellular,29,jan,3,3,-1,0,unknown,no
3,blue-collar,married,secondary,no,472,yes,no,cellular,29,jan,5,5,-1,0,unknown,no
2,technician,single,secondary,no,-96,no,no,cellular,29,jan,3,4,-1,0,unknown,no
2,blue-collar,single,secondary,no,297,yes,no,cellular,29,jan,4,3,265,4,failure,no
2,blue-collar,married,secondary,no,99,yes,no,cellular,29,jan,5,3,-1,0,unknown,no
2,technician,married,secondary,no,0,no,no,cellular,29,jan,5,3,-1,0,unknown,no
1,blue-collar,single,secondary,no,249,yes,no,cellular,29,jan,4,3,262,5,failure,no
3,blue-collar,divorced,secondary,no,33,no,no,cellular,29,jan,5,4,-1,0,unknown,no
2,management,single,tertiary,no,1724,yes,no,telephone,29,jan,3,2,254,1,failure,no
2,services,single,secondary,no,442,yes,no,cellular,29,jan,4,3,258,3,failure,no
3,management,single,tertiary,no,-70,no,yes,cellular,29,jan,3,2,-1,0,unknown,no
4,management,divorced,tertiary,no,-154,yes,yes,cellular,29,jan,3,2,247,2,failure,no
5,housemaid,married,primary,no,2666,yes,yes,cellular,29,jan,2,2,-1,0,unknown,no
1,admin.,single,secondary,no,1200,no,no,cellular,29,jan,4,3,-1,0,unknown,no
1,technician,single,secondary,no,223,no,yes,cellular,29,jan,4,2,192,3,success,no
3,self-employed,married,secondary,no,656,no,no,cellular,29,jan,4,3,-1,0,unknown,no
2,technician,married,secondary,no,1137,no,no,cellular,29,jan,5,2,206,1,other,no
1,self-employed,single,tertiary,no,139,no,no,cellular,29,jan,2,3,-1,0,unknown,no
2,unemployed,single,tertiary,no,498,no,no,cellular,29,jan,4,2,-1,0,unknown,no
1,management,single,tertiary,no,475,no,no,cellular,29,jan,4,2,-1,0,unknown,no
2,admin.,divorced,secondary,no,678,no,no,telephone,29,jan,4,4,-1,0,unknown,no
1,unemployed,single,primary,no,115,no,no,cellular,29,jan,1,2,-1,0,unknown,no
3,management,single,tertiary,no,313,no,yes,cellular,29,jan,2,5,196,1,other,no
1,management,married,tertiary,no,-346,no,no,cellular,29,jan,4,2,-1,0,unknown,no
1,management,single,tertiary,no,1218,no,no,cellular,30,jan,4,2,-1,0,unknown,no
3,admin.,single,secondary,no,163,yes,no,cellular,30,jan,2,2,-1,0,unknown,no
1,self-employed,single,secondary,no,1166,no,yes,cellular,30,jan,3,3,192,3,other,no
1,management,single,tertiary,no,185,no,no,cellular,30,jan,5,2,-1,0,unknown,no
1,management,single,primary,yes,13,no,no,cellular,30,jan,5,3,-1,0,unknown,yes
2,services,married,secondary,no,-509,yes,no,cellular,30,jan,2,1,-1,0,unknown,no
2,management,married,tertiary,no,1310,no,no,telephone,30,jan,5,3,158,7,other,no
2,management,married,tertiary,no,-422,yes,no,cellular,30,jan,5,3,-1,0,unknown,no
3,services,married,secondary,no,1053,yes,no,telephone,30,jan,2,1,259,1,failure,no
2,services,single,secondary,no,297,no,no,cellular,30,jan,4,1,-1,0,unknown,no
4,blue-collar,married,secondary,no,1308,no,no,cellular,30,jan,4,1,-1,0,unknown,no
1,blue-collar,married,secondary,no,-26,no,yes,cellular,30,jan,1,1,-1,0,unknown,no
2,services,married,secondary,no,605,yes,no,cellular,30,jan,3,1,-1,0,unknown,no
4,technician,married,secondary,no,1139,yes,no,cellular,30,jan,1,1,-1,0,unknown,no
1,services,married,secondary,no,1304,no,no,cellular,30,jan,5,1,-1,0,unknown,no
2,technician,single,secondary,no,951,yes,no,cellular,30,jan,3,1,254,1,failure,no
1,services,married,secondary,no,2212,yes,no,telephone,30,jan,1,1,249,2,other,no
1,admin.,single,secondary,no,1348,no,no,cellular,30,jan,2,1,-1,0,unknown,no
4,management,divorced,tertiary,no,697,yes,no,cellular,30,jan,2,1,-1,0,unknown,no
3,self-employed,single,tertiary,no,583,no,no,cellular,30,jan,5,1,235,1,other,no
5,retired,married,primary,no,641,no,yes,telephone,30,jan,2,4,-1,0,unknown,no
2,blue-collar,married,secondary,no,34,no,no,cellular,30,jan,5,1,-1,0,unknown,no
4,unemployed,married,primary,no,168,yes,no,telephone,30,jan,1,1,241,1,other,no
3,blue-collar,married,primary,no,2007,yes,no,cellular,30,jan,5,1,-1,0,unknown,no
3,unemployed,married,secondary,no,-35,no,no,cellular,30,jan,4,3,-1,0,unknown,no
2,technician,married,secondary,no,508,no,no,cellular,30,jan,5,1,-1,0,unknown,no
1,services,single,secondary,no,-205,no,no,cellular,30,jan,3,1,-1,0,unknown,no
1,admin.,married,secondary,no,-247,yes,yes,cellular,30,jan,2,1,240,2,failure,no
1,admin.,single,secondary,no,1751,no,no,cellular,30,jan,3,1,-1,0,unknown,no
5,technician,married,tertiary,no,-71,yes,yes,cellular,30,jan,5,1,-1,0,unknown,yes
5,admin.,single,tertiary,no,16,yes,no,cellular,30,jan,3,1,-1,0,unknown,no
4,unemployed,single,secondary,no,2052,no,no,cellular,30,jan,5,1,-1,0,unknown,no
1,services,single,secondary,no,49,no,no,cellular,30,jan,5,1,-1,0,unknown,no
1,housemaid,married,tertiary,no,543,no,no,cellular,30,jan,3,3,-1,0,unknown,no
2,services,single,secondary,no,49,no,no,cellular,30,jan,4,1,-1,0,unknown,no
1,self-employed,single,secondary,no,242,yes,no,cellular,30,jan,3,1,-1,0,unknown,no
3,management,single,secondary,no,3234,yes,no,cellular,30,jan,5,1,-1,0,unknown,yes
3,management,single,tertiary,no,1495,yes,no,cellular,30,jan,4,2,-1,0,unknown,no
4,services,married,secondary,no,199,no,no,cellular,30,jan,3,2,-1,0,unknown,no
4,management,married,tertiary,no,342,no,no,cellular,30,jan,5,2,228,1,failure,no
1,technician,single,tertiary,no,261,yes,yes,cellular,30,jan,3,2,-1,0,unknown,no
5,admin.,married,primary,no,879,yes,no,cellular,30,jan,2,5,259,7,failure,no
1,management,single,tertiary,no,625,no,no,cellular,30,jan,5,2,-1,0,unknown,no
1,services,single,tertiary,no,737,yes,yes,cellular,30,jan,5,5,248,1,failure,no
1,services,single,secondary,no,192,no,no,cellular,30,jan,4,4,-1,0,unknown,no
1,entrepreneur,single,secondary,no,404,no,no,cellular,30,jan,5,3,-1,0,unknown,no
2,technician,single,tertiary,no,364,no,yes,cellular,30,jan,3,3,205,3,failure,no
2,technician,single,secondary,no,2144,yes,no,cellular,30,jan,3,2,262,2,failure,no
2,technician,divorced,secondary,no,1301,yes,no,cellular,30,jan,3,2,189,2,failure,no
4,technician,divorced,tertiary,no,405,yes,no,cellular,30,jan,4,1,260,1,failure,no
3,technician,single,secondary,no,98,no,no,cellular,30,jan,5,1,-1,0,unknown,yes
2,unemployed,single,secondary,no,1173,no,no,cellular,30,jan,5,3,-1,0,unknown,no
1,technician,divorced,tertiary,no,3154,yes,yes,cellular,30,jan,4,3,248,1,failure,no
2,blue-collar,single,secondary,no,505,no,yes,cellular,30,jan,2,3,-1,0,unknown,no
1,management,single,tertiary,no,157,yes,no,cellular,30,jan,1,2,-1,0,unknown,no
1,admin.,single,secondary,no,116,no,no,cellular,30,jan,1,1,-1,0,unknown,no
2,admin.,married,secondary,no,0,no,no,cellular,30,jan,2,3,-1,0,unknown,no
2,technician,single,tertiary,no,236,yes,no,cellular,30,jan,3,1,259,1,failure,no
2,admin.,single,secondary,no,1630,yes,no,cellular,30,jan,2,1,-1,0,unknown,no
1,blue-collar,single,secondary,no,202,no,no,cellular,30,jan,2,2,-1,0,unknown,no
2,technician,married,tertiary,no,525,yes,yes,cellular,30,jan,5,1,247,1,failure,no
1,student,single,secondary,no,69,no,no,cellular,30,jan,5,2,-1,0,unknown,yes
2,blue-collar,married,secondary,no,578,yes,no,cellular,30,jan,3,3,-1,0,unknown,no
3,management,single,tertiary,no,80,yes,no,cellular,30,jan,3,3,-1,0,unknown,no
4,technician,single,secondary,no,60,yes,yes,cellular,30,jan,3,2,241,1,other,no
1,unemployed,single,secondary,no,92,yes,no,cellular,30,jan,4,4,-1,0,unknown,no
5,admin.,divorced,secondary,no,663,no,yes,cellular,30,jan,5,3,197,1,other,no
1,admin.,married,secondary,no,957,yes,yes,cellular,30,jan,4,2,263,3,failure,no
2,services,single,secondary,no,2257,no,yes,telephone,30,jan,5,2,-1,0,unknown,no
1,student,single,secondary,no,1566,no,no,cellular,30,jan,3,5,-1,0,unknown,no
4,retired,single,tertiary,no,308,no,no,cellular,30,jan,2,2,-1,0,unknown,no
5,entrepreneur,single,tertiary,no,1745,yes,no,cellular,30,jan,5,4,-1,0,unknown,no
2,services,single,secondary,no,717,no,no,cellular,30,jan,5,2,-1,0,unknown,no
4,admin.,divorced,secondary,no,540,yes,no,cellular,30,jan,1,1,-1,0,unknown,no
1,unemployed,single,tertiary,no,3060,no,no,cellular,30,jan,5,1,-1,0,unknown,no
5,entrepreneur,married,tertiary,no,0,no,yes,cellular,30,jan,5,1,2,2,other,no
3,unemployed,divorced,secondary,no,5,yes,no,cellular,30,jan,3,1,2,2,other,no
3,management,divorced,tertiary,no,76,no,no,cellular,30,jan,4,3,-1,0,unknown,no
3,admin.,divorced,secondary,no,-51,no,yes,cellular,30,jan,2,1,-1,0,unknown,no
3,management,divorced,tertiary,no,441,yes,no,cellular,30,jan,1,1,-1,0,unknown,no
4,admin.,divorced,secondary,no,440,no,no,cellular,30,jan,2,1,2,1,other,no
5,management,married,tertiary,no,0,no,no,cellular,30,jan,3,1,205,1,failure,no
5,management,married,tertiary,no,4,yes,yes,cellular,30,jan,4,1,2,5,other,no
3,blue-collar,married,primary,no,976,yes,no,cellular,30,jan,1,1,2,2,other,no
2,services,married,secondary,no,288,no,no,cellular,30,jan,3,1,-1,0,unknown,no
4,services,married,primary,no,473,yes,no,cellular,30,jan,1,1,-1,0,unknown,no
1,management,single,tertiary,no,828,yes,no,cellular,30,jan,2,1,-1,0,unknown,no
4,admin.,divorced,secondary,no,936,no,no,cellular,30,jan,5,1,-1,0,unknown,yes
4,unemployed,single,tertiary,no,2500,no,no,cellular,30,jan,4,1,-1,0,unknown,no
2,services,single,secondary,no,887,no,no,cellular,30,jan,5,1,-1,0,unknown,no
5,entrepreneur,divorced,tertiary,no,58,yes,no,cellular,30,jan,2,1,2,1,other,no
4,management,divorced,secondary,no,640,no,no,cellular,30,jan,5,1,-1,0,unknown,no
4,admin.,single,secondary,no,827,yes,no,cellular,30,jan,1,1,-1,0,unknown,no
3,self-employed,married,tertiary,no,1492,yes,no,cellular,30,jan,4,1,189,1,failure,no
4,services,married,secondary,no,417,yes,no,cellular,30,jan,3,1,2,1,other,no
4,management,married,tertiary,no,2363,no,no,cellular,30,jan,2,1,2,1,other,no
5,blue-collar,married,secondary,no,285,yes,yes,telephone,30,jan,1,1,2,5,other,no
5,entrepreneur,married,tertiary,no,364,yes,no,cellular,30,jan,3,1,-1,0,unknown,no
5,retired,married,secondary,no,905,no,no,cellular,30,jan,5,1,2,1,other,no
5,unemployed,married,secondary,no,670,no,no,cellular,30,jan,1,1,-1,0,unknown,no
1,management,single,tertiary,no,1081,no,yes,cellular,30,jan,3,3,206,2,other,no
2,blue-collar,single,secondary,no,604,no,no,cellular,30,jan,5,2,196,2,other,no
2,management,married,tertiary,no,1384,yes,no,cellular,30,jan,3,2,2,3,other,no
5,admin.,married,secondary,no,2552,no,yes,cellular,30,jan,4,2,2,4,other,no
4,technician,married,secondary,no,198,yes,no,cellular,30,jan,3,1,2,6,other,no
2,management,married,tertiary,no,351,no,no,cellular,30,jan,3,1,-1,0,unknown,no
3,housemaid,married,secondary,no,953,no,no,cellular,30,jan,1,6,232,3,other,no
1,admin.,single,secondary,no,187,no,no,cellular,30,jan,4,2,-1,0,unknown,no
1,management,single,tertiary,no,1277,no,no,cellular,30,jan,4,4,-1,0,unknown,no
4,blue-collar,single,secondary,no,332,no,no,cellular,30,jan,1,4,-1,0,unknown,no
5,technician,single,secondary,no,527,yes,no,cellular,30,jan,3,1,2,3,other,no
5,blue-collar,married,primary,no,109,yes,no,cellular,30,jan,3,4,248,2,failure,no
2,unemployed,single,secondary,no,315,no,no,cellular,30,jan,2,1,2,1,other,no
1,management,married,tertiary,no,265,no,no,cellular,30,jan,5,2,-1,0,unknown,no
2,blue-collar,single,tertiary,no,457,yes,no,cellular,30,jan,3,1,191,4,failure,no
5,unemployed,married,secondary,no,7,no,no,cellular,30,jan,1,2,-1,0,unknown,no
2,admin.,single,secondary,no,572,yes,no,cellular,30,jan,5,2,-1,0,unknown,no
2,housemaid,single,primary,no,443,no,no,cellular,30,jan,1,1,2,1,other,no
4,services,divorced,secondary,no,-28,no,yes,cellular,30,jan,1,1,-1,0,unknown,no
3,self-employed,single,tertiary,no,628,no,no,cellular,30,jan,2,1,-1,0,unknown,no
2,technician,single,secondary,no,102,no,no,cellular,30,jan,2,1,-1,0,unknown,no
5,entrepreneur,single,tertiary,no,0,no,no,cellular,30,jan,5,1,-1,0,unknown,no
5,services,married,secondary,no,642,yes,no,cellular,30,jan,1,1,2,3,other,no
2,services,divorced,secondary,no,1194,yes,no,cellular,30,jan,3,1,-1,0,unknown,no
5,management,married,tertiary,no,911,yes,no,cellular,30,jan,1,1,-1,0,unknown,no
3,blue-collar,married,secondary,no,160,yes,no,cellular,30,jan,4,2,-1,0,unknown,no
4,housemaid,married,tertiary,no,1692,yes,no,cellular,30,jan,5,1,-1,0,unknown,no
1,technician,single,tertiary,no,149,no,yes,cellular,30,jan,4,1,-1,0,unknown,no
3,unemployed,married,secondary,no,0,yes,yes,cellular,30,jan,5,1,-1,0,unknown,no
1,self-employed,single,secondary,no,49,yes,no,cellular,30,jan,3,2,-1,0,unknown,no
3,technician,married,tertiary,no,1554,no,no,cellular,30,jan,2,1,-1,0,unknown,no
3,services,single,secondary,no,511,yes,yes,cellular,30,jan,5,1,252,1,failure,no
1,management,single,tertiary,no,167,no,no,cellular,30,jan,4,2,-1,0,unknown,no
5,unemployed,divorced,secondary,no,717,yes,no,cellular,30,jan,2,1,-1,0,unknown,no
3,unemployed,married,tertiary,no,0,no,no,cellular,30,jan,1,1,-1,0,unknown,no
5,retired,married,primary,no,3,no,no,cellular,30,jan,2,4,-1,0,unknown,no
1,entrepreneur,single,tertiary,no,341,no,no,cellular,30,jan,4,1,-1,0,unknown,no
1,technician,married,tertiary,no,197,yes,no,cellular,30,jan,2,2,-1,0,unknown,no
2,technician,single,secondary,no,198,no,no,cellular,30,jan,5,4,-1,0,unknown,no
3,admin.,married,secondary,no,3204,no,yes,cellular,30,jan,3,2,-1,0,unknown,no
5,services,divorced,tertiary,no,329,no,no,cellular,30,jan,3,1,-1,0,unknown,no
3,technician,single,secondary,no,317,yes,no,cellular,30,jan,3,2,266,2,failure,no
5,management,married,tertiary,no,1355,yes,no,cellular,30,jan,2,1,241,1,failure,no
2,unemployed,married,secondary,no,330,no,no,cellular,30,jan,5,4,-1,0,unknown,no
2,blue-collar,single,secondary,no,22,no,no,cellular,30,jan,1,2,207,1,failure,no
3,services,married,secondary,no,238,no,no,cellular,30,jan,5,1,-1,0,unknown,no
2,entrepreneur,single,tertiary,no,300,yes,yes,cellular,30,jan,5,5,-1,0,unknown,yes
2,management,married,tertiary,no,1400,yes,no,cellular,30,jan,3,2,2,1,other,no
2,services,divorced,secondary,no,130,yes,no,cellular,30,jan,3,3,-1,0,unknown,no
3,management,married,tertiary,no,-70,yes,no,cellular,30,jan,2,1,2,3,other,no
1,admin.,single,secondary,no,802,no,no,cellular,30,jan,1,1,2,2,other,no
1,services,single,secondary,no,2992,yes,no,cellular,30,jan,4,4,-1,0,unknown,no
5,management,divorced,tertiary,no,2549,no,no,cellular,30,jan,5,3,197,2,failure,no
3,blue-collar,married,secondary,no,451,no,no,cellular,30,jan,2,1,-1,0,unknown,no
3,technician,married,secondary,no,-735,yes,no,cellular,30,jan,2,5,248,2,failure,no
4,management,married,tertiary,no,-61,no,no,cellular,30,jan,2,5,172,1,failure,no
1,unemployed,single,tertiary,no,370,no,no,cellular,30,jan,4,1,-1,0,unknown,no
5,admin.,married,secondary,no,0,yes,yes,cellular,30,jan,3,1,252,1,failure,no
3,services,married,secondary,no,483,yes,no,cellular,30,jan,3,1,-1,0,unknown,no
3,technician,single,tertiary,no,693,no,no,cellular,30,jan,5,1,-1,0,unknown,no
5,retired,married,secondary,no,143,no,no,telephone,30,jan,4,1,-1,0,unknown,no
5,technician,married,primary,no,314,yes,yes,cellular,30,jan,2,2,2,5,other,no
1,technician,single,tertiary,no,152,no,no,cellular,30,jan,3,2,2,1,other,no
3,blue-collar,married,secondary,no,-477,yes,no,cellular,30,jan,5,2,-1,0,unknown,no
5,technician,married,primary,no,1276,yes,no,cellular,30,jan,1,1,200,4,failure,no
1,unemployed,married,secondary,no,596,no,no,cellular,30,jan,5,2,-1,0,unknown,no
2,technician,married,secondary,no,480,yes,no,cellular,30,jan,4,1,270,1,other,no
5,technician,divorced,secondary,no,1114,yes,no,cellular,30,jan,1,1,-1,0,unknown,no
3,admin.,single,secondary,no,133,no,no,cellular,30,jan,5,3,228,14,other,no
5,unemployed,married,secondary,no,636,no,no,cellular,30,jan,4,1,-1,0,unknown,no
5,admin.,married,secondary,no,-375,yes,no,cellular,30,jan,2,1,252,1,failure,no
5,retired,married,secondary,no,1454,no,no,telephone,30,jan,5,1,-1,0,unknown,no
5,management,married,tertiary,no,0,no,yes,cellular,30,jan,3,2,197,2,other,no
5,admin.,married,primary,no,0,yes,no,cellular,30,jan,5,3,-1,0,unknown,no
5,technician,divorced,secondary,no,-191,no,no,cellular,30,jan,1,1,-1,0,unknown,no
2,services,married,secondary,no,198,no,no,cellular,30,jan,4,2,-1,0,unknown,no
1,blue-collar,single,secondary,no,1285,no,no,telephone,30,jan,3,2,2,17,other,no
3,unemployed,single,secondary,no,605,no,no,cellular,30,jan,5,2,-1,0,unknown,no
4,entrepreneur,divorced,secondary,no,44,no,yes,cellular,30,jan,4,2,2,1,other,no
4,management,married,tertiary,no,370,yes,no,cellular,30,jan,2,2,169,2,other,no
2,management,married,primary,yes,-1161,yes,yes,cellular,30,jan,5,5,-1,0,unknown,no
1,blue-collar,single,primary,no,21,no,no,cellular,30,jan,3,4,-1,0,unknown,no
4,self-employed,married,secondary,no,1803,no,no,cellular,30,jan,3,2,-1,0,unknown,no
2,management,married,tertiary,no,943,yes,no,cellular,30,jan,5,2,2,2,other,no
3,management,married,secondary,no,1585,yes,no,cellular,30,jan,1,2,-1,0,unknown,no
2,admin.,divorced,secondary,no,961,no,no,cellular,30,jan,4,2,-1,0,unknown,no
2,unemployed,married,secondary,no,365,yes,no,cellular,30,jan,3,3,-1,0,unknown,no
3,blue-collar,divorced,secondary,no,-175,yes,no,cellular,30,jan,5,4,266,1,failure,no
1,blue-collar,single,primary,no,442,no,no,cellular,30,jan,3,2,-1,0,unknown,no
5,blue-collar,married,primary,no,901,no,yes,telephone,30,jan,5,2,-1,0,unknown,no
4,technician,divorced,secondary,no,1194,yes,yes,cellular,30,jan,2,3,-1,0,unknown,no
2,blue-collar,married,secondary,no,210,yes,no,cellular,30,jan,5,3,-1,0,unknown,no
4,management,single,tertiary,no,163,yes,no,cellular,30,jan,4,2,269,3,failure,no
1,technician,married,tertiary,no,1454,no,no,telephone,30,jan,4,3,-1,0,unknown,no
1,management,single,tertiary,no,800,yes,no,cellular,30,jan,5,2,-1,0,unknown,no
5,technician,married,tertiary,no,2336,no,no,telephone,30,jan,3,2,2,3,other,no
5,blue-collar,married,secondary,no,2190,no,yes,cellular,30,jan,2,2,232,1,failure,no
5,unemployed,married,secondary,no,972,no,no,cellular,30,jan,1,2,-1,0,unknown,no
1,services,single,secondary,no,512,yes,yes,cellular,30,jan,3,5,239,3,failure,no
5,unemployed,married,primary,no,0,no,no,cellular,30,jan,5,2,-1,0,unknown,no
3,blue-collar,divorced,secondary,no,-333,yes,no,cellular,30,jan,2,3,270,2,failure,no
2,self-employed,married,tertiary,no,227,yes,yes,cellular,30,jan,3,6,263,3,failure,no
4,blue-collar,married,secondary,no,0,yes,no,cellular,30,jan,1,2,-1,0,unknown,no
3,admin.,divorced,tertiary,no,281,no,no,cellular,30,jan,1,2,2,1,other,no
4,unemployed,divorced,secondary,no,0,no,yes,cellular,30,jan,2,2,233,8,other,no
2,management,married,secondary,no,243,no,no,cellular,30,jan,5,4,-1,0,unknown,no
2,admin.,divorced,secondary,no,217,yes,no,cellular,30,jan,5,2,-1,0,unknown,yes
1,management,single,tertiary,no,0,yes,no,cellular,30,jan,4,4,-1,0,unknown,no
4,management,single,tertiary,no,780,yes,no,cellular,30,jan,5,2,-1,0,unknown,no
1,technician,single,tertiary,no,501,no,yes,telephone,30,jan,5,4,-1,0,unknown,no
4,blue-collar,married,primary,no,665,no,no,cellular,30,jan,2,4,235,2,failure,no
2,management,single,tertiary,no,358,yes,no,cellular,30,jan,1,3,256,51,failure,no
5,unemployed,married,secondary,no,2180,no,no,telephone,30,jan,2,3,-1,0,unknown,no
2,admin.,single,secondary,no,1465,no,no,telephone,30,jan,2,5,-1,0,unknown,no
3,technician,divorced,secondary,no,692,yes,no,cellular,30,jan,4,3,245,3,failure,no
1,admin.,married,secondary,no,373,yes,no,cellular,30,jan,4,2,228,4,other,no
3,housemaid,married,secondary,no,541,yes,no,cellular,30,jan,5,2,-1,0,unknown,no
5,blue-collar,married,secondary,no,2605,no,no,cellular,30,jan,1,2,-1,0,unknown,no
4,technician,married,tertiary,no,43,yes,no,telephone,30,jan,3,3,2,7,other,no
4,management,married,tertiary,no,-969,no,no,cellular,30,jan,1,2,2,1,other,no
2,admin.,single,secondary,no,1721,no,no,telephone,30,jan,2,3,-1,0,unknown,no
1,admin.,married,secondary,no,12,yes,no,cellular,30,jan,1,3,256,3,other,no
2,management,single,tertiary,no,1859,yes,no,cellular,30,jan,5,4,-1,0,unknown,no
3,services,single,secondary,no,1534,no,no,cellular,30,jan,4,6,-1,0,unknown,no
1,technician,single,secondary,no,316,yes,yes,cellular,30,jan,2,2,2,2,other,no
4,management,married,tertiary,no,15,no,no,cellular,30,jan,3,3,2,2,other,no
1,blue-collar,single,secondary,no,49,no,no,cellular,30,jan,5,2,-1,0,unknown,yes
1,management,single,tertiary,no,2080,no,no,telephone,30,jan,5,2,2,1,other,no
2,unemployed,single,primary,no,163,no,no,cellular,30,jan,5,2,2,1,other,yes
1,services,single,secondary,no,110,no,no,cellular,30,jan,5,2,-1,0,unknown,yes
2,services,single,secondary,no,295,no,no,cellular,2,feb,1,5,-1,0,unknown,no
5,housemaid,married,secondary,no,1929,no,no,cellular,2,feb,3,1,-1,0,unknown,no
2,management,married,tertiary,no,1071,no,no,cellular,2,feb,1,2,174,4,failure,no
5,retired,married,secondary,no,523,no,yes,cellular,2,feb,1,6,-1,0,unknown,no
4,management,married,tertiary,no,699,no,no,cellular,2,feb,4,1,-1,0,unknown,no
1,services,single,secondary,no,536,yes,no,telephone,2,feb,1,5,-1,0,unknown,no
4,admin.,married,secondary,no,764,yes,no,cellular,2,feb,2,1,-1,0,unknown,no
3,admin.,single,secondary,no,115,no,no,cellular,2,feb,4,1,-1,0,unknown,no
1,technician,single,secondary,no,90,no,no,cellular,2,feb,1,3,-1,0,unknown,no
3,blue-collar,married,secondary,no,937,yes,no,telephone,2,feb,1,4,-1,0,unknown,no
2,management,married,tertiary,no,71,no,no,cellular,2,feb,1,1,-1,0,unknown,no
1,admin.,single,secondary,no,124,no,no,cellular,2,feb,2,1,5,2,other,no
1,unemployed,single,secondary,no,1333,no,no,cellular,2,feb,2,1,-1,0,unknown,no
4,admin.,single,secondary,no,2091,no,no,cellular,2,feb,2,1,-1,0,unknown,no
4,self-employed,married,secondary,no,335,no,no,cellular,2,feb,2,1,-1,0,unknown,no
4,management,married,tertiary,no,228,yes,no,cellular,2,feb,1,1,-1,0,unknown,no
3,technician,divorced,secondary,no,0,yes,no,cellular,2,feb,1,1,-1,0,unknown,no
3,blue-collar,married,secondary,no,168,no,yes,cellular,2,feb,3,1,-1,0,unknown,no
5,technician,married,secondary,no,973,no,no,cellular,2,feb,4,1,-1,0,unknown,yes
3,technician,single,secondary,no,265,yes,yes,cellular,2,feb,1,1,273,1,failure,no
5,services,married,secondary,no,660,no,no,cellular,2,feb,3,1,272,2,failure,no
2,technician,single,secondary,no,258,no,no,cellular,2,feb,2,1,-1,0,unknown,no
4,blue-collar,married,secondary,no,294,yes,no,cellular,2,feb,4,1,259,2,failure,no
5,management,married,tertiary,no,72,no,no,cellular,2,feb,4,1,-1,0,unknown,no
3,technician,single,tertiary,no,1646,yes,no,cellular,2,feb,3,1,242,2,failure,yes
2,unemployed,married,tertiary,no,181,yes,no,cellular,2,feb,2,1,-1,0,unknown,no
3,management,divorced,tertiary,no,88,no,no,cellular,2,feb,5,1,-1,0,unknown,no
4,unemployed,married,secondary,no,2040,no,no,telephone,2,feb,5,1,-1,0,unknown,yes
2,management,single,tertiary,no,1130,yes,no,cellular,2,feb,3,1,264,3,failure,no
4,technician,divorced,secondary,no,441,yes,no,cellular,2,feb,5,1,-1,0,unknown,no
4,technician,married,secondary,no,700,yes,yes,cellular,2,feb,4,1,-1,0,unknown,no
