"NumInvoices","NumCancellations","TotalCost","NumStocks","Days","DiffInvoices"
1,1,294.3,18,247.1,0
5,1,1311.79,87,28.8,4
1,0,389.64,5,43.1,1
1,0,563.15,30,87,1
2,0,638.05,38,44.1,2
11,1,4965.38,128,9.1,10
1,0,738.96,38,14.8,1
1,0,420.5,19,75,1
4,0,1484.06,54,144.2,4
3,0,1625.97,92,4,3
1,1,53.8,5,293.9,0
2,0,255.9,11,58.1,2
1,0,300.52,21,263.2,1
1,1,250.55,6,43.1,0
3,0,254.11,38,28.7,3
6,2,2423.07,111,7.9,4
2,1,139.5,4,17,1
8,2,10641.6,718,2.1,6
2,0,876.42,49,232,2
1,0,139.26,9,111.9,1
3,0,1011.9,57,57.9,3
11,2,2195.58,44,50.9,9
0,2,-17.45,0,4,-2
2,0,730.86,34,126.9,2
3,0,386.15,40,280,3
2,0,447.68,26,54,2
1,0,200.1,6,319.1,1
2,0,289.99,15,26,2
2,0,77.4,2,10,2
2,0,679.44,26,6.8,2
1,0,197.64,6,28.2,1
4,0,745.06,30,16.1,4
1,1,0,2,63.2,0
1,1,214.14,14,3.9,0
7,2,1272.11,68,2.1,5
1,0,131.45,6,166,1
17,10,7839.51,403,0.9,7
3,0,173.74,11,52.1,3
1,0,157.7,13,50.9,1
12,4,4236.34,246,47,8
1,0,193.14,56,60.9,1
3,0,845.55,35,162,3
1,0,353.27,12,8.1,1
4,0,554.65,30,14.9,4
1,0,193.39,11,74.9,1
8,7,2175.37,176,39,1
11,0,2087.88,106,40.1,11
2,0,155.43,25,369,2
2,0,778.5,53,36.1,2
1,0,271.85,4,197,1
2,0,1110.34,52,200,2
3,0,657.8,41,73.1,3
2,0,272.07,13,64,2
4,0,507.29,24,20.9,4
1,0,48.8,2,366.2,1
3,0,321.43,56,180,3
4,0,1127.71,19,9.9,4
12,0,2226.91,82,3,12
3,0,2139.76,17,196.1,3
4,2,644.65,39,28.9,2
1,0,197.13,39,53,1
6,2,1698.35,43,17.1,4
3,0,102.45,5,9.8,3
4,1,1641.2,96,89.1,3
1,0,62.85,4,267,1
6,0,3295.76,103,52.9,6
4,4,2456.8,128,35,0
4,0,3189.81,87,63.1,4
1,0,309.4,13,148.1,1
25,3,7904.28,159,21.1,22
1,1,278.15,21,311.1,0
2,0,511.35,28,22.9,2
6,0,2836.69,96,58,6
2,1,463.05,8,8.1,1
7,1,2749.89,110,77.9,6
2,0,645.65,13,119,2
3,0,1311.38,65,35.9,3
2,1,1165.65,58,59.2,1
4,1,1352.04,47,12.1,3
1,1,168.62,11,8.1,0
1,0,125.79,6,52,1
2,0,841.2,47,25.1,2
1,0,266.76,11,28.9,1
2,0,52.2,4,6.9,2
12,1,14197.45,30,10,11
3,1,701.33,31,185.1,2
8,1,2939.64,96,2.9,7
2,1,721.95,66,3.1,1
1,0,327.25,13,261.1,1
4,0,522.38,68,3,4
1,0,519.68,28,210,1
2,3,1448.72,46,8.9,-1
9,0,1485.54,62,12.1,9
3,0,706.19,45,77,3
1,0,255.4,17,19.1,1
2,0,589.7,6,26,2
6,1,756.64,39,18.1,5
1,0,765.32,15,131.1,1
1,0,364.8,18,252.2,1
1,0,1862,6,78.9,1
1,0,369.2,20,207,1
1,0,135.9,10,335.9,1
1,0,125.65,7,253.1,1
2,0,554.38,30,147.8,2
2,0,1237.85,72,9,2
1,0,655.75,23,85,1
20,4,11020.26,273,7.1,16
2,0,468.77,43,204.1,2
4,0,1366.38,43,7.1,4
6,2,1228.32,86,22.9,4
9,1,1414.99,73,10.8,8
1,1,314.11,20,20.8,0
5,5,2744.48,227,20.9,0
2,0,1025.44,66,2,2
2,1,599.9,14,154,1
7,3,3478.85,125,2.9,4
1,0,277.8,9,74,1
4,3,389.86,25,2.1,1
201,47,132572.62,1787,0.9,154
2,1,841.52,21,16,1
4,0,1227.43,76,35.2,4
2,1,258.83,12,85.1,1
4,1,1264.84,72,70.2,3
2,0,1610.15,39,115.1,2
2,0,977.77,57,212.1,2
2,0,1316.07,78,30,2
1,0,749.1,44,50.1,1
1,0,310.05,10,245.2,1
1,0,223.88,11,31.8,1
3,0,2372.86,116,108.1,3
5,1,964.68,30,4.1,4
1,0,363.53,17,365,1
2,1,1888.84,68,72.2,1
1,0,1784.71,10,296.9,1
8,1,8117.42,210,8.9,7
3,1,1617.63,33,56.1,2
12,2,5842.95,101,29.2,10
1,0,100.9,3,14,1
2,0,290.82,14,71.9,2
6,1,1066.57,56,22.8,5
1,1,361.25,19,8.1,0
1,0,311.69,20,78.9,1
11,4,7912.79,117,46,7
1,0,289.82,54,24.9,1
1,0,336.17,75,11.9,1
1,0,58.49,12,252.8,1
3,0,499.68,33,147,3
4,1,684.97,37,58.9,3
2,0,221.27,23,8,2
9,3,7006.58,193,10.1,6
1,0,126.7,5,270.1,1
5,0,1487.8,149,9,5
1,0,206.21,13,247,1
2,0,599,80,96,2
1,0,191.32,35,14,1
1,0,463.8,6,49.1,1
1,0,147.59,37,30,1
4,0,1592.06,24,68,4
3,0,1116.57,144,34.8,3
1,0,114.77,18,128,1
3,0,1314.45,29,106.9,3
1,0,114.39,17,37,1
1,0,279.94,11,57,1
7,1,765.86,47,56.9,6
5,0,1931.42,136,72,5
1,0,102.12,8,246,1
2,0,213.27,37,18.9,2
2,0,296.75,78,198,2
2,0,326.4,2,15.1,2
1,0,334.54,40,211.1,1
2,0,233.23,53,38,2
3,1,540.98,25,46,2
2,0,429.87,70,169.8,2
1,0,490.52,76,47.1,1
4,0,1641.76,93,115.1,4
1,0,1246.32,154,147,1
28,7,6180.49,360,15,21
1,0,502.09,121,50.9,1
1,0,156.91,12,158.9,1
3,0,1261.78,148,12,3
1,0,308.94,20,35,1
2,0,423.04,110,53.1,2
2,0,260.17,29,42.7,2
1,0,170.04,20,172.1,1
1,0,125.58,20,33.1,1
3,1,456.26,30,38,2
1,0,266,64,266,1
9,4,1872.28,287,8,5
4,0,905.04,96,11,4
11,1,6763.16,347,2.8,10
10,0,1661.33,105,9,10
1,0,377.01,66,32.9,1
3,0,469,57,80,3
4,2,1051.95,30,30.1,2
4,0,627.13,35,7.9,4
2,0,518.28,7,71.1,2
4,0,668.14,74,3.9,4
3,2,4464.1,29,255.9,1
10,1,2571.02,315,4,9
8,3,4277.66,299,15,5
1,0,252.73,26,89.1,1
3,0,465.55,107,71.9,3
6,1,665.59,105,43,5
47,5,19786.44,408,9.1,42
1,0,180.35,66,169.9,1
1,0,135.93,5,198.9,1
1,0,537,3,30.9,1
17,5,7629.38,233,19,12
2,1,633.66,11,151.1,1
15,1,5064.01,147,8.9,14
1,0,343.62,22,269.1,1
4,1,380.57,86,65,3
1,0,121.17,3,273,1
3,2,1727.17,68,24.9,1
3,0,1391.61,130,22.9,3
1,0,215.78,27,318.9,1
3,0,697.79,49,4,3
2,0,302.1,105,11.9,2
2,0,1489.5,25,274.9,2
11,0,2124.99,199,24.9,11
9,2,1325.82,161,40.1,7
4,0,303.09,81,8,4
48,7,54228.74,70,3,41
4,0,987.86,47,70.9,4
1,0,370.8,5,213,1
4,2,3135.98,148,37.1,2
1,1,760.59,42,31.1,0
3,0,1744.76,82,78,3
2,0,553.36,96,46,2
1,0,1109.53,70,179,1
1,0,106.2,1,372.1,1
2,0,982.07,25,93.1,2
3,1,612.43,31,9.1,2
1,0,748.87,41,105,1
1,0,773.03,27,77.1,1
1,0,880.85,49,172.2,1
32,6,9623.35,97,6.9,26
4,1,893.66,46,212,3
5,1,487.35,26,21.8,4
1,0,88.2,5,256.1,1
1,0,306.94,15,281.1,1
2,1,1140.27,53,21,1
6,0,2420.84,139,9.8,6
1,0,381.32,23,307.9,1
1,1,476.96,30,53.1,0
2,0,457.81,23,215,2
6,3,4410.14,52,18,3
4,1,1364.7,30,103.1,3
1,0,219.39,11,42.1,1
1,0,248.08,25,3.9,1
3,2,649.5,1,181.9,1
1,0,410.48,23,84,1
3,3,635.1,1,329.8,0
2,1,310.03,8,8.1,1
2,0,703.36,35,30.9,2
2,1,1002.54,66,166.1,1
7,0,2298.93,90,17.8,7
5,2,1407.73,90,17.1,3
6,2,247.66,12,310.9,4
4,1,1291.75,50,141.1,3
1,1,463.75,28,240.2,0
4,3,970.25,17,23.1,1
3,0,1567.48,70,28.8,3
3,1,3439.41,77,9.2,2
10,0,2760.56,136,29.9,10
1,0,340.11,21,17.9,1
4,0,1352.75,37,17,4
5,1,1550.13,63,14.2,4
1,0,244.8,1,134,1
1,0,266.4,14,245.2,1
1,1,343.82,21,129.2,0
2,0,457.72,28,50,2
3,3,1612.13,65,84.9,0
2,0,2199.31,93,7,2
2,0,184.19,14,22.1,2
15,8,11117.05,102,25,7
1,0,406.53,16,65.1,1
4,4,1419.54,74,60,0
11,0,3447.4,54,50,11
1,0,330.11,22,169.1,1
5,0,977.93,49,17.8,5
3,0,982.42,27,127.1,3
8,0,1387.99,44,14.2,8
1,1,127.15,9,232.9,0
4,1,1282.45,61,2,3
2,0,178.96,13,239.1,2
7,1,2350,74,52,6
1,0,498.74,26,46,1
1,0,259.45,14,225.1,1
17,1,6530.04,132,7.9,16
4,0,1194.73,54,3.8,4
2,1,1313.66,90,164.1,1
1,1,608.65,28,218.1,0
1,0,301.29,20,10.2,1
1,0,520.8,23,133.1,1
10,1,5303.97,282,17,9
13,3,4684.24,196,9,10
1,0,329.25,22,30.8,1
1,1,240.27,66,73.9,0
3,0,961.49,51,0.8,3
3,2,1869.5,125,3.1,1
1,0,401.4,7,45,1
30,4,18573.68,363,1,26
1,0,158.16,4,356.9,1
2,0,304.47,29,18,2
3,0,843.05,79,68.1,3
1,0,487.75,27,372.9,1
1,0,163,39,320,1
1,0,106.56,5,25.1,1
1,1,1034.5,5,324,0
5,0,1624.05,106,8,5
1,0,135.75,11,322.2,1
1,0,224.14,23,71.1,1
1,0,40.5,3,259.9,1
5,2,2186.2,91,18,3
1,0,87.5,6,366.9,1
3,2,680.28,11,66,1
2,0,622.85,24,154,2
2,0,406.76,59,29,2
1,0,310.62,21,70,1
2,0,411.41,17,13.9,2
16,2,4670.08,61,1,14
41,12,15802.14,80,1,29
3,0,1044.32,36,119.1,3
1,0,499.32,19,60.2,1
15,7,7521.17,209,2.9,8
1,0,3861,1,2,1
3,2,656.44,30,8.2,1
2,0,193.64,10,92,2
4,0,1268.7,5,58.9,4
5,6,927.84,35,78.2,-1
6,0,1827.8,82,25.2,6
1,0,316.58,9,357,1
2,1,648.83,37,84.8,1
4,0,420.3,3,10,4
5,1,867.62,25,0.8,4
1,0,331.18,20,224.9,1
2,0,894.41,52,60,2
1,1,88.95,5,239,0
2,1,325.05,22,318,1
8,0,1661.44,109,1,8
3,3,615.99,33,44.1,0
1,0,96.6,2,87.1,1
11,0,5756.89,77,10,11
1,0,305.75,9,175.9,1
6,1,1758.92,110,51,5
1,1,114.1,5,366,0
1,0,585,5,318.2,1
2,1,454.9,14,225.1,1
2,1,310.48,13,357.9,1
1,0,409.4,23,234,1
1,0,154.41,8,310,1
5,0,1219.4,43,36,5
4,1,3376.96,110,66,3
2,0,429.6,23,239,2
2,0,612.06,26,112.9,2
1,0,197,14,276.2,1
12,0,2247.51,132,217.2,12
1,0,321.05,15,298.1,1
4,0,1412.32,94,1.1,4
3,2,1056.54,49,28.9,1
2,1,764.34,48,9.9,1
5,2,1685.57,58,44.2,3
8,1,1738.59,82,66.2,7
1,0,316.68,22,74,1
2,0,631.57,31,65,2
3,0,2515.84,55,133.8,3
2,0,514.15,32,238,2
1,0,356,6,122,1
13,2,6657.36,211,31,11
11,4,10327.11,97,8.9,7
2,0,740.78,44,36,2
5,1,915.3,52,15.9,4
1,0,300.36,18,126.9,1
1,0,890.85,47,66,1
1,0,98.45,6,148.1,1
1,1,232.15,7,281,0
2,0,623.16,32,168.1,2
7,1,1780.77,62,100,6
1,0,254.82,19,134.9,1
1,0,178.95,10,323,1
1,0,156.51,12,106.1,1
1,0,393.74,23,64,1
2,0,1506.12,76,151,2
1,0,119.3,6,338,1
5,0,1717.36,8,21.9,5
1,0,408.8,2,23.1,1
7,2,2298.2,22,15.1,5
15,1,2485.82,184,6.9,14
2,0,721.94,63,57,2
2,0,716.57,44,3.8,2
1,1,609.19,41,30.8,0
1,0,135.31,49,65.9,1
1,0,255.9,12,46.2,1
1,1,277.41,19,354.1,0
1,0,113.12,16,171.9,1
9,3,2239.95,121,58.2,6
1,0,240.55,3,49.1,1
2,1,485.24,17,21.9,1
5,0,2306.52,80,42.9,5
3,1,935.1,43,29,2
18,3,7803.77,93,4,15
15,5,4596.51,62,25.1,10
1,0,180.94,24,201,1
6,4,3610.31,137,43.9,2
3,1,635.04,30,9.8,2
12,2,3774.1,115,1.8,10
7,4,3787.09,7,67,3
1,0,496.44,28,63.9,1
12,2,5028.12,167,50.2,10
1,0,574.02,31,290,1
8,2,680.3,8,60.1,6
3,0,1174.35,57,64,3
1,0,205.3,12,95.1,1
1,1,302.27,19,270,0
91,27,59419.34,567,0,64
4,1,921.1,42,75,3
1,0,52,1,109.9,1
1,0,327.97,24,199,1
2,1,551.54,35,64,1
1,0,165,1,326.1,1
1,0,312.62,33,3.1,1
1,0,204.5,16,283,1
1,0,267.13,36,44,1
3,1,2650.73,83,49,2
1,1,602.97,42,63.7,0
1,0,162.29,47,103.1,1
1,0,311.71,29,333.1,1
1,0,208.75,10,52.1,1
3,2,1005.5,51,35,1
2,0,714.96,10,31.8,2
4,0,1661.06,29,365.9,4
1,0,1028.56,16,208,1
3,0,351.67,67,156.1,3
1,0,173.97,34,53,1
2,1,557.57,77,66,1
1,0,2020.52,17,80.2,1
1,1,391.76,24,115.9,0
1,0,364.5,21,87,1
3,2,476.58,21,0.1,1
1,1,367.69,20,35,0
1,0,252.42,17,332.1,1
1,0,201.6,5,365.9,1
1,0,158.04,9,72,1
2,0,473.81,65,157.9,2
1,0,115.65,5,373,1
7,3,1862.14,157,12,4
2,0,777.02,59,254.1,2
2,0,277.05,9,29,2
10,0,2766.5,215,31,10
22,7,8234.8,292,4.2,15
1,0,427.93,13,39.1,1
1,0,418.92,7,361.1,1
1,1,318.05,16,240.9,0
2,0,913.19,29,95.2,2
7,2,1330.45,65,25.2,5
2,0,602.51,37,75,2
4,1,1867.69,91,57,3
1,0,446.94,4,20.9,1
0,1,-1592.49,0,143.9,-1
7,1,2360.55,65,40.1,6
1,0,2007.4,27,136.9,1
12,1,2213.11,74,7.9,11
1,0,168,3,128.2,1
3,0,1233.36,100,39.9,3
7,1,3631.89,145,169,6
5,1,1682.36,22,8,4
2,0,596.85,8,213.1,2
6,2,5927.86,193,14.1,4
2,1,635.76,34,169.1,1
1,0,316.88,12,39.9,1
1,0,394.14,31,186,1
1,0,140.54,10,270,1
1,0,500,1,171.9,1
4,1,1515.73,74,4.1,3
2,0,231.86,10,15.8,2
4,0,2183.54,54,9,4
1,0,107.45,7,325,1
1,0,288.18,14,112.1,1
1,0,94,6,289.1,1
2,1,1339.63,60,15.8,1
3,0,815.77,45,1,3
5,1,666.7,10,92,4
2,0,626.77,35,148.1,2
1,0,349.1,8,189,1
2,2,426.61,51,17.9,0
4,0,1056.44,142,33,4
1,0,267.18,34,263.9,1
8,0,3450.84,48,84,8
4,1,1346.38,86,25.9,3
1,0,190.53,10,170.9,1
3,0,774.9,37,9.1,3
1,0,572.81,46,312.9,1
4,1,3974.37,165,64.2,3
1,0,508.8,28,84.9,1
1,0,135.86,8,24.1,1
4,0,950.36,40,58.2,4
2,0,97.7,6,322.9,2
1,0,43.5,2,38,1
2,0,383.34,17,254,2
5,2,1429.9,217,18.9,3
3,0,1483.14,233,32.9,3
1,0,93.78,6,14.8,1
2,1,364.9,77,26,1
1,0,171.19,10,22.8,1
2,1,417.87,40,78.9,1
5,1,997.48,40,8,4
1,0,149.29,29,21.8,1
3,0,1122.53,243,11.9,3
1,0,200.16,44,262,1
1,0,156.58,25,131,1
3,0,383.68,50,54.1,3
1,0,594,2,248.1,1
7,1,3212.16,237,1.1,6
2,0,1418.26,191,8.8,2
1,0,113.5,5,263.9,1
1,0,155.17,9,330.1,1
1,0,494.64,28,312.1,1
3,2,971.22,47,25.9,1
1,0,429.84,30,29.8,1
3,0,538.73,47,29,3
7,0,1388.37,169,1.1,7
1,0,179.1,23,361.9,1
3,0,447.22,48,283,3
1,0,237.07,56,261.9,1
1,0,161.64,7,25,1
1,0,216.76,53,353.9,1
3,0,234.6,9,94,3
1,0,126.14,7,29,1
1,0,1048.85,155,337.9,1
18,6,6945.02,43,19.1,12
1,0,334.53,56,85,1
3,1,511.88,41,8.9,2
2,3,438.46,24,35,-1
2,2,504.5,24,42.8,0
1,0,469.48,67,1.9,1
1,0,371.56,76,112.9,1
7,3,1465.2,4,13.9,4
1,0,454.11,29,76.9,1
2,0,1441.42,34,39.9,2
1,0,905.5,45,116,1
12,4,6568.72,46,15.1,8
4,0,233.81,74,161,4
4,1,3563.11,135,0.9,3
3,0,2575,59,29.9,3
1,0,91.32,2,92.2,1
3,1,1090.03,47,22.2,2
6,1,3090.85,108,94.9,5
2,0,659.46,32,27.9,2
5,2,1967.25,177,32,3
2,0,1299.23,120,20.9,2
2,1,1259.7,13,17,1
27,8,12396.46,360,0.1,19
4,0,1131.56,64,8,4
12,11,5541.46,164,15,1
1,0,147.09,66,362.1,1
1,0,52.83,13,81,1
5,2,3497.14,90,52.2,3
3,0,979.26,121,22,3
1,0,492.36,41,171.1,1
6,0,1000.27,78,188.9,6
1,0,250,1,330,1
5,0,909.23,117,11.1,5
2,0,121,7,155.1,2
19,3,14520.08,183,30.9,16
11,2,2963.19,96,11.9,9
3,0,62.43,15,44.1,3
1,0,267.03,27,233,1
8,5,1911.89,135,64,3
1,0,343.5,18,1.1,1
8,5,2574.65,116,36,3
2,0,398.84,47,32.1,2
1,0,412.01,10,83.9,1
1,0,440,1,24,1
3,1,811.02,133,1.9,2
2,0,148.44,4,32.9,2
8,2,2348.82,127,18,6
1,0,229.33,26,253.9,1
11,1,3967.78,415,22.1,10
4,0,1502.35,90,21,4
2,0,2007.44,196,7.8,2
4,2,1517.08,205,24.9,2
3,2,746.92,73,18.9,1
4,3,459.9,55,172.9,1
1,0,110.92,24,163,1
1,0,538.46,41,7,1
1,0,213.3,15,11,1
1,0,85.13,29,114,1
1,0,127.86,26,287.9,1
9,2,3542.51,122,8.1,7
2,0,292.72,78,54,2
14,0,4954.84,441,7,14
3,1,1655.76,104,76.9,2
4,0,575.63,43,3.9,4
1,0,436.06,29,36,1
1,0,90.12,17,217,1
1,0,437.23,51,60,1
1,0,217.2,14,277.2,1
16,4,4758.2,401,11.9,12
1,0,279.77,31,23.9,1
1,0,473.65,16,28,1
4,1,722.74,27,11.1,3
1,0,134.55,1,351.1,1
4,3,1319.69,88,8.1,1
2,0,173.16,8,50,2
1,0,186.01,7,18.1,1
3,0,758.29,27,2.1,3
5,0,1375.71,27,103.1,5
12,1,4109.97,231,6.9,11
4,0,650.43,47,11.1,4
7,0,2552.86,166,4.1,7
2,0,607.45,88,31,2
4,0,702.25,131,177.1,4
1,0,940.67,43,37,1
3,0,258.88,39,150.9,3
1,0,127.1,13,162,1
2,0,348.6,45,68,2
13,1,3429.97,134,120.2,12
3,0,682.91,39,24.1,3
4,1,722.61,89,23.1,3
1,0,455.3,31,176.2,1
4,0,913.68,3,50,4
3,1,456.58,28,252.1,2
0,1,-30.19,0,288.8,-1
1,0,388.58,24,46.2,1
1,0,199.8,5,70.1,1
5,1,1767.53,85,15.2,4
5,4,1343.34,51,100.1,1
1,1,315.72,22,29,0
1,2,235.68,14,35,-1
2,0,761.74,50,26,2
14,3,6745.36,230,10.9,11
9,6,1083.63,30,7.9,3
1,0,48.48,2,78.2,1
1,0,216.39,17,52,1
5,0,1198.23,61,35.9,5
9,2,2422.64,48,57,7
1,0,104.76,13,336,1
4,0,1093.68,59,28,4
1,1,270.03,16,182.2,0
1,0,112.46,6,51.1,1
13,2,1568.39,23,9,11
2,0,195.15,4,35.9,2
23,4,10360.04,184,9.9,19
4,1,747.031,39,32.2,3
1,0,336.4,3,10.2,1
3,3,1524.4,92,49.8,0
4,2,1158.77,11,4,2
9,7,3224.53,169,2.9,2
1,0,301.03,19,140.8,1
4,0,588.13,26,116.1,4
4,4,1504.56,44,99.9,0
2,0,675.8,49,74.2,2
9,1,2865.64,85,4.1,8
2,1,1180.4,57,44.9,1
8,2,3147.31,107,15.1,6
1,0,243.55,15,16.8,1
2,0,724.76,20,89.1,2
1,0,223.36,15,52.2,1
0,1,-94,0,300.9,-1
1,0,425.32,25,134,1
15,2,12433.34,240,3.9,13
4,0,1887.2,102,105,4
3,3,647.4,31,178.9,0
4,0,813,166,166,4
1,0,612.01,50,18,1
3,1,425.14,35,157.2,2
2,2,599.9,23,203.9,0
2,0,816,1,336,2
3,0,646.3,27,36.2,3
1,0,337.74,21,91,1
2,0,877.44,4,92.1,2
2,0,922.53,15,9,2
1,1,511.32,34,232.9,0
4,0,748.5,46,45,4
1,0,30,1,22,1
5,3,958.9,40,189.9,2
1,0,306.45,11,43.2,1
9,3,1552.01,55,24.8,6
2,0,309.8,4,317,2
1,0,138.14,9,105.9,1
1,1,358.63,17,50.1,0
2,0,2242.01,92,168,2
1,0,301.32,13,39.1,1
1,0,76.32,1,217.1,1
4,1,677.69,31,39.9,3
1,0,173.05,12,296.1,1
7,3,2635.49,52,18,4
4,0,2881.02,107,87.9,4
5,3,1744.02,88,72.9,2
3,0,323.69,20,81,3
3,2,3324.09,191,8.8,1
1,0,657.23,33,48.9,1
1,0,352.7,12,52.2,1
4,0,781.28,98,23.9,4
3,0,1333.68,61,9,3
5,1,946.36,32,18,4
1,0,193.75,10,117,1
9,2,2981.5,119,8.2,7
2,0,254.1,8,119.2,2
2,0,239.76,19,3.9,2
1,0,136.8,2,251.9,1
1,0,191.04,12,27.9,1
14,1,6423.6,42,0.1,13
2,0,409.98,22,266.2,2
8,4,2644.46,140,32.9,4
1,0,309.65,18,17.2,1
2,1,664.03,85,171.9,1
4,0,1542.14,193,1.9,4
1,0,211.5,5,264.1,1
4,0,2293.62,79,140,4
1,0,143.1,6,200.9,1
4,3,1001.81,50,59.1,1
4,0,945.58,126,34.9,4
7,4,3329.72,124,40.1,3
1,0,133.25,6,283.1,1
5,0,1072.36,41,8.9,5
2,1,346.75,18,143,1
2,0,330.88,34,11.1,2
4,0,1118.81,101,145.1,4
1,0,150.3,7,234,1
13,1,5043.96,299,32,12
1,0,598.73,128,23.9,1
1,0,507.08,80,11,1
5,1,2181.21,45,35,4
1,0,203.1,37,364.1,1
2,1,212.3,11,201,1
1,0,415.25,32,14.9,1
7,0,5178.96,213,16,7
0,1,-134.8,0,49,-1
1,1,62,5,197.9,0
3,1,1108.38,68,65.1,2
2,0,294.12,13,212,2
1,0,162.3,10,282.2,1
2,0,1339.45,25,114.1,2
8,4,1121.21,60,14.1,4
16,3,4788.77,46,18.2,13
1,0,449.12,8,66,1
1,0,154.88,9,49,1
4,0,784.46,59,15.8,4
1,0,34.8,3,77.2,1
4,2,1071.24,57,8.1,2
1,1,182.96,28,133.9,0
3,0,974.04,52,12,3
1,0,149.31,19,40,1
3,1,21535.9,5,235,2
8,1,2451.23,214,2,7
7,1,2628.93,236,39.1,6
1,0,79.2,1,304,1
3,1,455.67,24,50.1,2
6,2,2318.88,127,0.7,4
4,0,532.96,160,61,4
2,0,714.42,43,65.1,2
1,0,205.25,9,24.1,1
3,0,253.04,5,217.9,3
2,0,583.75,37,64.9,2
2,1,1048.67,58,31.1,1
6,4,3245.47,150,80.9,2
1,0,315.06,11,63.9,1
3,1,581.83,23,115.1,2
26,3,51823.72,26,7,23
1,0,635.68,10,5,1
1,0,270.8,25,68.1,1
1,0,104.9,7,245,1
1,0,241.62,18,133,1
4,1,1021.61,18,240.9,3
3,0,475.28,26,183.1,3
3,1,333.56,20,24.9,2
3,1,2593.94,34,9.1,2
1,0,246.3,14,10.1,1
5,3,2303.75,58,29,2
3,2,4834.2,257,43.1,1
3,0,948.05,156,25.9,3
1,0,351.3,25,357.9,1
1,0,220.85,34,9.9,1
2,1,1604.44,66,43.1,1
3,1,948.96,6,8.9,2
1,0,610.01,42,149.1,1
8,2,2666.61,70,0.7,6
4,0,2207.4,8,112.9,4
3,0,884.14,94,75,3
2,0,699.08,116,107,2
3,1,1042.19,61,46,2
1,2,-451.42,1,142.1,-1
1,0,415.82,8,51,1
13,6,3848.55,170,0,7
17,3,5452.17,220,22.8,14
3,0,784.58,24,46,3
3,0,903.9,48,50,3
4,1,3724.77,142,305.9,3
5,1,399.21,31,35,4
4,3,1145.43,66,78.2,1
6,3,2171.32,117,16.9,3
5,0,1801.14,36,107,5
2,0,1303.91,40,207.2,2
4,2,1842.73,63,2.9,2
5,0,2100.6,33,63,5
4,0,1905.45,96,49,4
1,0,206.98,17,319,1
2,0,570.96,57,43.9,2
2,0,885.47,28,2.9,2
1,1,-840.76,1,337,0
1,0,532.94,20,172,1
3,1,1649.36,64,51,2
14,6,1641.48,72,72.9,8
2,0,636.14,44,98.9,2
1,1,547.7,39,29,0
3,1,747.76,63,58,2
1,0,836.79,54,253.9,1
4,2,2084.9,242,70,2
4,0,954.09,47,43.9,4
1,1,117.47,10,44.9,0
1,0,391.98,24,64.2,1
19,2,33350.76,54,11,17
3,2,1020.74,56,25,1
2,1,345.66,26,58.2,1
4,2,1209.1,36,63.8,2
1,0,118.95,8,303.1,1
1,0,130.74,11,45.9,1
8,2,3650.87,97,17.1,6
2,0,389.27,22,37.9,2
2,0,238.85,87,18.9,2
2,0,160.71,22,186.1,2
1,0,110.8,29,51.1,1
12,0,2974.65,105,4,12
5,0,712.24,59,136.1,5
27,4,16173.67,295,3.8,23
1,0,297,14,18,1
5,0,1438.85,145,15,5
8,0,977.21,105,40.1,8
8,1,3000.36,339,11.9,7
4,0,832.88,142,8,4
2,0,68.84,18,25,2
6,2,1769.78,16,22,4
3,0,895.13,37,40,3
1,0,230.53,43,101,1
15,1,3797.79,302,5,14
2,0,149.64,13,276.8,2
1,0,354.09,68,32.1,1
2,0,360.93,101,14,2
7,2,4330.67,110,63,5
2,1,440.78,122,1,1
1,1,313.28,95,369,0
5,3,438.24,26,311.8,2
4,1,495.36,23,198.1,3
2,0,396.48,42,1.8,2
3,0,379.35,18,92.1,3
1,0,181.09,12,60,1
1,1,141.27,11,79.2,0
2,0,446.87,79,156.1,2
1,0,524.52,60,226.1,1
2,0,263.55,35,253,2
1,0,179.17,11,149.1,1
2,0,222.05,17,194,2
5,1,1384.68,70,0.9,4
1,0,56.25,4,368.1,1
1,0,351.11,44,23,1
3,0,363.88,102,16,3
7,1,5126.34,46,9.2,6
1,0,164.68,30,7.9,1
7,1,1521.79,113,19,6
3,0,967.45,175,3,3
1,0,191.94,7,173.1,1
8,0,1232.18,215,0.1,8
2,0,264.62,19,178,2
8,2,1491.24,124,16,6
1,0,123.1,12,247.1,1
2,0,334.23,33,190.1,2
2,0,639.89,103,19.1,2
4,0,167.5,53,153.9,4
1,0,336.03,24,172.1,1
1,1,363.6,11,372,0
1,0,127.08,21,372,1
1,0,207.15,12,193.9,1
1,0,426.63,21,67,1
8,3,2461.85,93,3.8,5
3,0,1107.46,63,21,3
2,0,416.86,12,239,2
1,0,145.35,7,63.9,1
5,0,404.58,13,112,5
15,1,6102.26,28,89.1,14
1,1,31.8,1,310.9,0
1,0,337.44,14,133.2,1
1,0,325.1,6,276.1,1
1,0,181,2,365,1
1,0,1708.24,29,82.1,1
2,0,955.24,51,7.9,2
2,0,364.72,12,16.2,2
4,1,1705.26,86,1.1,3
2,1,669.57,36,0.7,1
4,0,806.57,65,33.1,4
8,2,1634.53,63,14.9,6
14,2,4389.81,137,23.9,12
1,0,428.89,40,31,1
1,0,104.35,7,74,1
2,0,470.76,26,19.1,2
